NBA Team,Position,Player Name,Country,State,Sales,Target,Percentage
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,NV,"$1,329,608","$2,799,520",47%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,NH,"$4,666,085","$5,277,571",88%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,NJ,"$4,296,250","$6,362,188",68%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,NM,"$4,288,367","$4,333,324",99%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,NY,"$2,035,620","$4,129,234",49%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,NC,"$4,569,258","$6,397,995",71%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,ND,"$1,314,174","$3,757,091",35%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,OH,"$946,598","$2,202,571",43%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,OK,"$4,386,315","$6,502,277",67%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,OR,"$3,803,489","$4,527,977",84%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,PA,"$800,132","$1,671,193",48%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,RI,"$4,387,704","$5,359,371",82%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,SC,"$1,383,611","$3,099,166",45%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,SD,"$1,028,619","$3,409,915",30%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,TN,"$4,901,398","$5,322,944",92%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,TX,"$1,776,755","$3,698,966",48%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,UT,"$3,741,729","$4,919,420",76%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,VT,"$3,770,412","$4,432,544",85%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,VA,"$3,223,297","$4,900,674",66%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,WA,"$4,274,039","$4,344,819",98%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,WV,"$4,867,770","$6,060,853",80%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,WI,"$3,132,046","$4,287,882",73%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,WY,"$1,695,781","$2,342,328",72%
Portland Trailblazers,Point Guard,Damian Lillard,USA,AL,"$4,168,489","$5,902,565",71%
Portland Trailblazers,Point Guard,Damian Lillard,USA,AK,"$3,325,867","$5,329,356",62%
Portland Trailblazers,Point Guard,Damian Lillard,USA,AZ,"$8,171,503","$8,288,331",99%
Portland Trailblazers,Point Guard,Damian Lillard,USA,AR,"$8,715,524","$10,088,798",86%
Portland Trailblazers,Point Guard,Damian Lillard,USA,CA,"$7,614,849","$7,684,007",99%
Portland Trailblazers,Point Guard,Damian Lillard,USA,CO,"$2,511,628","$3,108,545",81%
Portland Trailblazers,Point Guard,Damian Lillard,USA,CT,"$7,652,100","$7,843,426",98%
Portland Trailblazers,Point Guard,Damian Lillard,USA,DE,"$5,300,158","$5,804,700",91%
Portland Trailblazers,Point Guard,Damian Lillard,USA,FL,"$3,289,347","$3,611,175",91%
Portland Trailblazers,Point Guard,Damian Lillard,USA,GA,"$6,580,512","$6,960,584",95%
Portland Trailblazers,Point Guard,Damian Lillard,USA,HI,"$5,622,193","$7,362,413",76%
Portland Trailblazers,Point Guard,Damian Lillard,USA,ID,"$9,137,053","$9,843,972",93%
Portland Trailblazers,Point Guard,Damian Lillard,USA,IL,"$4,104,480","$5,657,050",73%
Portland Trailblazers,Point Guard,Damian Lillard,USA,IN,"$4,902,856","$6,015,391",82%
Portland Trailblazers,Point Guard,Damian Lillard,USA,IA,"$6,543,707","$8,878,367",74%
Portland Trailblazers,Point Guard,Damian Lillard,USA,KS,"$2,883,088","$5,211,690",55%
Portland Trailblazers,Point Guard,Damian Lillard,USA,KY,"$9,207,279","$11,622,426",79%
Portland Trailblazers,Point Guard,Damian Lillard,USA,LA,"$3,084,598","$3,797,097",81%
Portland Trailblazers,Point Guard,Damian Lillard,USA,ME,"$6,727,161","$7,721,542",87%
Portland Trailblazers,Point Guard,Damian Lillard,USA,MD,"$6,683,305","$8,694,031",77%
Portland Trailblazers,Point Guard,Damian Lillard,USA,MA,"$4,597,152","$6,878,084",67%
Portland Trailblazers,Point Guard,Damian Lillard,USA,MI,"$8,837,386","$9,158,515",96%
Portland Trailblazers,Point Guard,Damian Lillard,USA,MN,"$1,171,187","$1,692,811",69%
Portland Trailblazers,Point Guard,Damian Lillard,USA,MS,"$9,386,559","$10,985,014",85%
Portland Trailblazers,Point Guard,Damian Lillard,USA,MO,"$3,774,793","$5,602,133",67%
Portland Trailblazers,Point Guard,Damian Lillard,USA,MT,"$7,242,852","$8,324,721",87%
Portland Trailblazers,Point Guard,Damian Lillard,USA,NE,"$1,700,984","$2,915,463",58%
Portland Trailblazers,Point Guard,Damian Lillard,USA,NV,"$6,093,971","$8,421,805",72%
Portland Trailblazers,Point Guard,Damian Lillard,USA,NH,"$4,031,193","$5,243,404",77%
Portland Trailblazers,Point Guard,Damian Lillard,USA,NJ,"$8,769,745","$11,003,493",80%
Portland Trailblazers,Point Guard,Damian Lillard,USA,NM,"$6,628,587","$7,092,390",93%
Portland Trailblazers,Point Guard,Damian Lillard,USA,NY,"$5,133,393","$6,583,665",78%
Portland Trailblazers,Point Guard,Damian Lillard,USA,NC,"$7,721,594","$10,011,251",77%
Portland Trailblazers,Point Guard,Damian Lillard,USA,ND,"$1,990,388","$3,679,367",54%
Portland Trailblazers,Point Guard,Damian Lillard,USA,OH,"$4,638,191","$6,090,455",76%
Portland Trailblazers,Point Guard,Damian Lillard,USA,OK,"$8,151,042","$9,072,666",90%
Portland Trailblazers,Point Guard,Damian Lillard,USA,OR,"$3,754,769","$5,421,443",69%
Portland Trailblazers,Point Guard,Damian Lillard,USA,PA,"$8,387,747","$8,562,279",98%
Portland Trailblazers,Point Guard,Damian Lillard,USA,RI,"$6,996,177","$7,713,280",91%
Portland Trailblazers,Point Guard,Damian Lillard,USA,SC,"$6,779,020","$8,266,078",82%
Portland Trailblazers,Point Guard,Damian Lillard,USA,SD,"$1,035,337","$1,635,046",63%
Portland Trailblazers,Point Guard,Damian Lillard,USA,TN,"$4,417,955","$4,732,408",93%
Portland Trailblazers,Point Guard,Damian Lillard,USA,TX,"$5,245,538","$5,645,126",93%
Portland Trailblazers,Point Guard,Damian Lillard,USA,UT,"$4,721,928","$5,377,620",88%
Portland Trailblazers,Point Guard,Damian Lillard,USA,VT,"$9,750,773","$10,409,676",94%
Portland Trailblazers,Point Guard,Damian Lillard,USA,VA,"$5,959,359","$7,774,596",77%
Portland Trailblazers,Point Guard,Damian Lillard,USA,WA,"$4,661,038","$6,759,022",69%
Portland Trailblazers,Point Guard,Damian Lillard,USA,WV,"$7,797,063","$9,518,186",82%
Portland Trailblazers,Point Guard,Damian Lillard,USA,WI,"$4,996,327","$7,242,724",69%
Portland Trailblazers,Point Guard,Damian Lillard,USA,WY,"$4,708,579","$6,060,735",78%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,AL,"$1,710,413","$2,800,556",61%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,AK,"$565,567","$1,748,619",32%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,AZ,"$1,839,721","$3,028,720",61%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,AR,"$1,225,504","$2,497,376",49%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,CA,"$2,135,770","$2,967,158",72%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,CO,"$567,981","$1,419,862",40%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,CT,"$1,997,734","$4,065,037",49%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,DE,"$1,710,024","$4,040,551",42%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,FL,"$887,808","$3,039,951",29%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,GA,"$1,567,413","$2,659,938",59%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,HI,"$1,467,020","$3,612,606",41%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,ID,"$726,806","$2,519,595",29%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,IL,"$420,418","$813,612",52%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,IN,"$1,590,105","$3,032,944",52%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,IA,"$1,357,524","$2,112,601",64%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,KS,"$2,316,560","$4,445,603",52%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,KY,"$644,815","$1,956,165",33%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,LA,"$389,792","$2,557,515",15%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,ME,"$711,073","$2,076,217",34%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,MD,"$1,959,582","$3,944,082",50%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,MA,"$894,256","$3,058,744",29%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,MI,"$2,335,394","$2,707,824",86%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,MN,"$1,159,216","$3,444,702",34%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,MS,"$1,115,412","$2,095,946",53%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,MO,"$668,124","$1,129,179",59%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,MT,"$1,632,188","$3,194,958",51%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,NE,"$300,231","$2,722,525",11%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,NV,"$787,580","$2,237,595",35%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,NH,"$474,553","$2,809,494",17%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,NJ,"$2,100,435","$3,395,829",62%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,NM,"$308,337","$1,189,112",26%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,NY,"$554,434","$2,855,634",19%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,NC,"$1,144,932","$3,165,281",36%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,ND,"$1,764,505","$2,977,903",59%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,OH,"$743,850","$1,994,264",37%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,OK,"$2,472,476","$2,986,588",83%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,OR,"$1,948,768","$2,771,691",70%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,PA,"$872,927","$2,991,456",29%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,RI,"$776,151","$2,223,630",35%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,SC,"$1,282,001","$1,774,287",72%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,SD,"$1,303,865","$3,025,945",43%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,TN,"$476,968","$2,224,698",21%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,TX,"$1,609,744","$3,638,258",44%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,UT,"$2,137,571","$3,284,977",65%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,VT,"$613,254","$666,929",92%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,VA,"$1,293,025","$2,508,565",52%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,WA,"$2,404,443","$3,777,522",64%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,WV,"$795,377","$2,560,966",31%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,WI,"$2,428,752","$4,680,457",52%
Portland Trailblazers,Shooting Guard,CJ McCollum,USA,WY,"$2,236,757","$3,559,285",63%
Los Angeles Clipper,Point Guard,Chris Paul,USA,AL,"$3,899,546","$5,477,596",71%
Los Angeles Clipper,Point Guard,Chris Paul,USA,AK,"$4,518,036","$6,099,678",74%
Los Angeles Clipper,Point Guard,Chris Paul,USA,AZ,"$3,888,015","$5,350,875",73%
Los Angeles Clipper,Point Guard,Chris Paul,USA,AR,"$2,318,276","$4,334,016",53%
Los Angeles Clipper,Point Guard,Chris Paul,USA,CA,"$1,714,414","$2,289,111",75%
Los Angeles Clipper,Point Guard,Chris Paul,USA,CO,"$655,782","$2,842,159",23%
Los Angeles Clipper,Point Guard,Chris Paul,USA,CT,"$4,557,229","$5,276,641",86%
Los Angeles Clipper,Point Guard,Chris Paul,USA,DE,"$3,851,442","$4,982,557",77%
Los Angeles Clipper,Point Guard,Chris Paul,USA,FL,"$2,192,501","$3,045,656",72%
Los Angeles Clipper,Point Guard,Chris Paul,USA,GA,"$2,714,557","$3,365,476",81%
Los Angeles Clipper,Point Guard,Chris Paul,USA,HI,"$1,524,471","$2,974,184",51%
Los Angeles Clipper,Point Guard,Chris Paul,USA,ID,"$4,517,490","$5,090,769",89%
Los Angeles Clipper,Point Guard,Chris Paul,USA,IL,"$3,616,155","$4,249,863",85%
Los Angeles Clipper,Point Guard,Chris Paul,USA,IN,"$4,174,787","$4,530,312",92%
Los Angeles Clipper,Point Guard,Chris Paul,USA,IA,"$2,413,576","$2,425,065",100%
Los Angeles Clipper,Point Guard,Chris Paul,USA,KS,"$3,613,075","$5,439,895",66%
Los Angeles Clipper,Point Guard,Chris Paul,USA,KY,"$3,138,237","$5,307,696",59%
Los Angeles Clipper,Point Guard,Chris Paul,USA,LA,"$4,703,592","$6,263,731",75%
Los Angeles Clipper,Point Guard,Chris Paul,USA,ME,"$1,209,975","$2,870,989",42%
Los Angeles Clipper,Point Guard,Chris Paul,USA,MD,"$1,794,932","$2,593,331",69%
Los Angeles Clipper,Point Guard,Chris Paul,USA,MA,"$2,298,198","$4,628,531",50%
Los Angeles Clipper,Point Guard,Chris Paul,USA,MI,"$1,410,882","$1,473,638",96%
Los Angeles Clipper,Point Guard,Chris Paul,USA,MN,"$2,876,948","$3,595,383",80%
Los Angeles Clipper,Point Guard,Chris Paul,USA,MS,"$1,781,415","$3,416,844",52%
Los Angeles Clipper,Point Guard,Chris Paul,USA,MO,"$4,065,931","$5,411,794",75%
Los Angeles Clipper,Point Guard,Chris Paul,USA,MT,"$3,611,966","$5,561,706",65%
Los Angeles Clipper,Point Guard,Chris Paul,USA,NE,"$2,012,357","$2,033,310",99%
Los Angeles Clipper,Point Guard,Chris Paul,USA,NV,"$3,826,457","$5,147,037",74%
Los Angeles Clipper,Point Guard,Chris Paul,USA,NH,"$1,367,979","$1,592,391",86%
Los Angeles Clipper,Point Guard,Chris Paul,USA,NJ,"$4,341,212","$5,428,172",80%
Los Angeles Clipper,Point Guard,Chris Paul,USA,NM,"$1,988,099","$3,281,622",61%
Los Angeles Clipper,Point Guard,Chris Paul,USA,NY,"$3,878,441","$4,907,333",79%
Los Angeles Clipper,Point Guard,Chris Paul,USA,NC,"$1,785,955","$3,375,180",53%
Los Angeles Clipper,Point Guard,Chris Paul,USA,ND,"$2,127,554","$3,605,114",59%
Los Angeles Clipper,Point Guard,Chris Paul,USA,OH,"$4,586,650","$5,125,708",89%
Los Angeles Clipper,Point Guard,Chris Paul,USA,OK,"$1,595,969","$3,274,450",49%
Los Angeles Clipper,Point Guard,Chris Paul,USA,OR,"$4,856,612","$6,461,975",75%
Los Angeles Clipper,Point Guard,Chris Paul,USA,PA,"$840,539","$3,001,447",28%
Los Angeles Clipper,Point Guard,Chris Paul,USA,RI,"$2,595,880","$3,139,756",83%
Los Angeles Clipper,Point Guard,Chris Paul,USA,SC,"$960,753","$3,358,566",29%
Los Angeles Clipper,Point Guard,Chris Paul,USA,SD,"$1,282,961","$3,763,957",34%
Los Angeles Clipper,Point Guard,Chris Paul,USA,TN,"$2,584,522","$3,761,668",69%
Los Angeles Clipper,Point Guard,Chris Paul,USA,TX,"$2,635,265","$2,672,589",99%
Los Angeles Clipper,Point Guard,Chris Paul,USA,UT,"$1,298,241","$3,557,839",36%
Los Angeles Clipper,Point Guard,Chris Paul,USA,VT,"$815,234","$2,826,728",29%
Los Angeles Clipper,Point Guard,Chris Paul,USA,VA,"$4,053,360","$6,118,399",66%
Los Angeles Clipper,Point Guard,Chris Paul,USA,WA,"$3,646,181","$3,895,232",94%
Los Angeles Clipper,Point Guard,Chris Paul,USA,WV,"$2,032,901","$3,005,766",68%
Los Angeles Clipper,Point Guard,Chris Paul,USA,WI,"$975,243","$1,697,918",57%
Los Angeles Clipper,Point Guard,Chris Paul,USA,WY,"$4,963,641","$5,306,571",94%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,AL,"$4,283,563","$5,462,630",78%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,AK,"$7,294,260","$7,850,225",93%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,AZ,"$7,544,430","$8,368,500",90%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,AR,"$9,129,900","$9,332,748",98%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,CA,"$5,053,996","$5,894,967",86%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,CO,"$1,163,352","$3,580,444",32%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,CT,"$5,843,270","$8,065,839",72%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,DE,"$6,616,125","$8,102,748",82%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,FL,"$9,565,811","$9,727,049",98%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,GA,"$7,514,154","$9,970,422",75%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,HI,"$6,868,868","$7,184,279",96%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,ID,"$2,754,689","$3,422,032",80%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,IL,"$3,657,433","$4,885,611",75%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,IN,"$5,007,640","$5,748,923",87%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,IA,"$5,763,366","$5,972,611",96%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,KS,"$6,485,138","$8,864,630",73%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,KY,"$3,704,424","$3,792,966",98%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,LA,"$7,769,279","$10,257,139",76%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,ME,"$4,917,653","$7,363,008",67%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,MD,"$7,364,981","$8,895,612",83%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,MA,"$8,125,435","$8,146,568",100%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,MI,"$2,736,121","$4,331,499",63%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,MN,"$5,715,924","$7,168,192",80%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,MS,"$7,718,646","$9,152,975",84%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,MO,"$6,484,895","$8,117,406",80%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,MT,"$5,217,298","$6,504,421",80%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,NE,"$6,373,006","$8,068,164",79%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,NV,"$1,734,637","$2,811,676",62%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,NH,"$2,134,584","$4,205,427",51%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,NJ,"$3,867,797","$3,892,926",99%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,NM,"$9,013,030","$10,580,344",85%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,NY,"$2,667,525","$3,286,512",81%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,NC,"$1,860,389","$2,066,286",90%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,ND,"$4,455,231","$4,667,542",95%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,OH,"$5,479,151","$6,270,877",87%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,OK,"$8,588,114","$9,686,864",89%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,OR,"$9,201,921","$10,296,452",89%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,PA,"$1,132,152","$1,765,958",64%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,RI,"$9,155,871","$9,772,449",94%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,SC,"$6,437,041","$7,690,341",84%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,SD,"$2,322,743","$2,949,701",79%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,TN,"$6,876,026","$9,211,204",75%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,TX,"$2,457,812","$4,136,740",59%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,UT,"$4,292,717","$4,691,883",91%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,VT,"$1,427,828","$3,005,032",48%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,VA,"$2,857,064","$3,199,106",89%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,WA,"$5,259,645","$7,660,498",69%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,WV,"$8,169,025","$9,000,143",91%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,WI,"$3,919,725","$4,251,563",92%
Los Angeles Clipper,Power Forward,Blake Griffin,USA,WY,"$8,245,582","$9,940,179",83%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,AL,"$2,264,668","$3,408,039",66%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,AK,"$4,123,669","$4,804,318",86%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,AZ,"$4,590,683","$5,270,123",87%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,AR,"$4,012,307","$5,042,808",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,CA,"$4,727,877","$5,203,345",91%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,CO,"$2,028,663","$2,280,342",89%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,CT,"$1,777,196","$2,906,740",61%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,DE,"$1,399,637","$1,436,967",97%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,FL,"$3,179,044","$3,219,540",99%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,GA,"$4,982,601","$7,153,689",70%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,HI,"$2,805,044","$4,839,288",58%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,ID,"$1,998,108","$2,512,089",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,IL,"$3,244,084","$4,653,529",70%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,IN,"$4,628,507","$6,490,139",71%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,IA,"$2,300,410","$2,871,470",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,KS,"$3,091,219","$3,871,848",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,KY,"$1,781,085","$2,214,829",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,LA,"$1,378,992","$1,615,015",85%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,ME,"$4,909,405","$5,264,846",93%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,MD,"$2,265,221","$2,778,713",82%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,MA,"$1,655,907","$4,042,132",41%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,MI,"$4,659,560","$6,798,084",69%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,MN,"$625,387","$2,180,030",29%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,MS,"$2,722,117","$4,657,744",58%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,MO,"$748,992","$1,496,544",50%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,MT,"$1,576,280","$2,903,150",54%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,NE,"$3,937,662","$4,894,750",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,NV,"$4,737,668","$5,766,086",82%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,NH,"$3,924,360","$4,423,660",89%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,NJ,"$4,732,454","$4,790,422",99%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,NM,"$2,871,200","$4,707,248",61%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,NY,"$3,127,541","$5,535,992",56%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,NC,"$4,022,373","$4,828,804",83%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,ND,"$3,925,544","$4,881,115",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,OH,"$1,444,199","$2,240,967",64%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,OK,"$4,692,588","$6,742,816",70%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,OR,"$4,768,522","$5,980,673",80%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,PA,"$4,655,371","$6,180,760",75%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,RI,"$4,602,964","$5,562,434",83%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,SC,"$1,865,060","$2,956,853",63%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,SD,"$2,351,894","$3,039,580",77%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,TN,"$4,673,345","$4,888,283",96%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,TX,"$2,146,421","$2,635,627",81%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,UT,"$4,506,675","$5,193,552",87%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,VT,"$4,838,672","$6,924,052",70%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,VA,"$3,045,328","$4,330,859",70%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,WA,"$4,767,813","$4,911,041",97%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,WV,"$3,338,397","$3,947,226",85%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,WI,"$2,191,138","$3,000,777",73%
San Antonio Spurs,Small Forward,Kawhi Leonard,USA,WY,"$1,581,402","$3,424,367",46%
New Orleans Pelicans,Center,Anthony Davis,USA,AL,"$9,964,543","$11,020,177",90%
New Orleans Pelicans,Center,Anthony Davis,USA,AK,"$8,963,928","$10,216,318",88%
New Orleans Pelicans,Center,Anthony Davis,USA,AZ,"$4,897,201","$6,144,520",80%
New Orleans Pelicans,Center,Anthony Davis,USA,AR,"$3,353,939","$5,022,627",67%
New Orleans Pelicans,Center,Anthony Davis,USA,CA,"$7,981,184","$8,400,093",95%
New Orleans Pelicans,Center,Anthony Davis,USA,CO,"$6,937,932","$9,077,501",76%
New Orleans Pelicans,Center,Anthony Davis,USA,CT,"$8,269,101","$10,143,542",82%
New Orleans Pelicans,Center,Anthony Davis,USA,DE,"$7,171,033","$8,159,538",88%
New Orleans Pelicans,Center,Anthony Davis,USA,FL,"$2,887,987","$4,454,783",65%
New Orleans Pelicans,Center,Anthony Davis,USA,GA,"$7,872,289","$9,475,189",83%
New Orleans Pelicans,Center,Anthony Davis,USA,HI,"$1,049,984","$2,014,823",52%
New Orleans Pelicans,Center,Anthony Davis,USA,ID,"$9,410,216","$9,579,801",98%
New Orleans Pelicans,Center,Anthony Davis,USA,IL,"$3,944,393","$5,623,777",70%
